Company_name,layoff_size,dates,Ticker
SCOTTSDALE MARRIOTT OLD YOWN,75.0,['2020-06-04'],
SCOTW LNC PARI-MUTUEL OPERATIONS,178.0,['2020-05-14'],
"SCOUT DISTRIBUTION, LLC - CITY OF INDUSTRY",87.0,['2025-06-19'],
SCP,141.0,['2023-12-18'],PTSCPAOM0007.LS
SCREEN ACTORS GUILD-AMERICAN FEDERATION OF TELEVISION & RADIO ARTISTS (&LDQUO;SAG- AFTRA&RDQUO;),115.0,"['2020-04-30', '2020-05-12']",
SCRIBE MEDIA LLC,91.0,"['2023-05-25', '2023-12-01']",
SCRIPPS CORPORATE OFFICE CAMPUS POINT,44.0,"['2020-06-29', '2020-10-15']",
SCRIPPS HEALTH,359.0,"['2016-07-08', '2019-11-19', '2020-07-24', '2020-10-15', '2024-03-15']",
SCRIPPS HEALTH CORPORATE IS OFFICE,131.0,"['2019-10-24', '2023-03-09']",
"SCRIPPS HEALTH DBA SCRIPPS MERCY HOSPITAL, CHULA VISTA",113.0,"['2020-05-01', '2020-06-03', '2020-08-06']",
SCRIPPS KENSINGTON/THE EPISCOPAL HOME COMMUNITIES,153.0,['2011-10-31'],
SCRIPPS NEWS,118.0,['2024-10-29'],
SCUDETTO LOGISTICS,120.0,['2026-02-01'],
SCWEITZER CLUBHOUSE,15.0,['2024-05-17'],
SD BISHOP RANCH LLC DBA SLANTED DOOR SAN RAMON,59.0,['2020-04-11'],
SDA INC. DBA STRAUSS AUTO #107,291.0,['2012-06-05'],
"SDG WURSTER HALL, LLC DBA RICE & BONES",8.0,['2020-04-11'],
SDH EDUCATION WEST LLC,216.0,"['2020-03-23', '2024-05-10']",
"SDH SERVICE EAST, LLC",772.0,"['2023-05-01', '2024-09-01', '2024-11-25', '2024-12-17', '2025-05-15', '2025-10-15']",VRT
"SDH SERVICES EAST, LLC DBA SODEXO",354.0,"['2021-11-15', '2024-04-29', '2024-10-15', '2025-08-18']",
SDH SERVICES WEST LLC (SODEXO) AT LONG BEACH MEDICAL CENTER,425.0,"['2021-05-04', '2026-04-06']",
SDI SECURITY INC. AT T.K. LAWLESS GARDENS,609.0,"['2020-05-04', '2020-09-30', '2020-10-30', '2020-11-18', '2021-03-04']",
"SDI STORES, LLC DBA BOB'S STORES",145.0,"['2024-05-21', '2024-05-31', '2024-06-30', '2024-08-09']",
"SDK LOGISTICS, LLC",100.0,['2025-02-05'],VRT
SDS LUMBER LLC,81.0,['2025-05-01'],
SEA CREST HEALTH CARE CENTER,274.0,['2012-11-29'],
SEA GULL LIGHTING PRODUCTS,97.0,"['2011-08-01', '2020-09-01', '2024-03-04']",
SEA LIFE PARK,55.0,['2020-07-16'],
SEA RAY BOAT SYKES CREEK PLANT,205.0,['2013-03-07'],
SEA RAY BOATS KNOXVILLE PLANT,24.0,['2012-02-13'],
SEA RAY SPORT YACHT & YACHT OPERATIONS,771.0,['2018-06-25'],
"SEA VIEW RESTAURANTS, INC. DBA GLADSTONES",270.0,"['2020-04-10', '2020-05-18', '2020-05-19']",
SEA WORLD,3278.0,"['2010-12-02', '2014-12-18', '2020-04-14', '2020-12-31', '2024-11-11']",
SEA WORLD LLC,139.0,"['2016-12-06', '2017-10-18']",
SEACA PACKAGING,53.0,['2019-04-10'],
SEADRILL AMERICAS-WEST NEPTUNE,162.0,['2021-03-05'],
SEAGATE,3549.0,"['2022-10-26', '2023-03-29', '2024-03-18']",STX
SEAGATE TECH 2020,140.0,['2020-06-01'],
SEAGATE US LLC,389.0,"['2015-09-14', '2016-07-05', '2017-08-03', '2020-06-09', '2022-11-10']",
SEAGRASS LINEN,15.0,['2012-10-25'],
SEALED AIR CORPORATION - REVISION 1,45.0,['2016-05-05'],
SEALY,239.0,"['2018-05-01', '2020-03-23']",TPD.MU
"SEAR 200 LLC, DBA SEAR STEAKHOUSE",73.0,['2020-04-02'],
SEARLES VALLEY MINERALS,270.0,['2026-02-06'],
SEARS #01084,103.0,['2018-01-01'],
SEARS #1520,163.0,['2017-01-18'],
SEARS & ROEBUCK #01067,89.0,['2018-08-24'],
SEARS & ROEBUCK #01277 AND #06409,89.0,['2018-10-18'],
SEARS - MOA BLOOMINGTON,80.0,['2018-12-01'],
SEARS AUTO #6520,15.0,['2017-01-18'],
SEARS AUTO CENTER #06337,29.0,"['2016-11-10', '2017-06-22', '2018-06-28', '2018-08-24']",
SEARS AUTO CENTER (UNIT #06217),19.0,"['2018-04-12', '2018-08-22']",
SEARS AUTO CENTER (UNIT 06117 ROCHESTER),9.0,['2018-12-27'],
SEARS AUTO STORE,42.0,"['2018-04-12', '2018-05-31', '2018-07-12', '2018-12-27']",
SEARS AUTO STORE # 06308,47.0,"['2017-06-22', '2018-01-04', '2018-04-18']",
SEARS AUTO STORE (#06754),16.0,"['2017-06-22', '2018-10-01']",
SEARS AUTO UNIT # 06359,21.0,['2018-01-08'],
SEARS FULL LINE,40.0,['2012-04-15'],
SEARS FULL LINE STORE #01623,528.0,"['2017-06-22', '2018-01-04', '2018-06-28']",
SEARS FULL LINE STORE (UNIT #01514),142.0,"['2018-04-12', '2018-05-03', '2018-08-22']",
SEARS HOLDING CORP.,259.0,"['2012-03-01', '2014-07-18', '2016-07-07']",
SEARS HOLDING CORPORATION - #01687,327.0,"['2012-01-09', '2012-02-13', '2016-11-10']",
SEARS HOLDING CORPORATION - UNIT 1105 PRODUCT REBUILD CENTER,264.0,"['2012-10-24', '2014-10-24']",
SEARS HOLDING CORPORATION - UNITS 02666 & 02007,102.0,['2014-10-15'],
SEARS HOLDING CORPORATION KING OF PRUSSIA MALL,111.0,['2014-10-01'],
"SEARS HOLDING CORPORATION, UNITS 01548 &",364.0,"['2014-04-29', '2016-06-15', '2017-04-17']",
SEARS HOLDINGS,829.0,"['2010-02-01', '2010-03-05', '2016-05-02', '2016-05-16', '2017-07-01', '2018-01-01', '2018-01-04', '2018-01-10', '2020-02-05']",SHLD
SEARS HOLDINGS - #01847,246.0,"['2017-06-22', '2018-01-09']",
SEARS HOLDINGS CORP. - PRODUCT REBUILD CENTER,110.0,"['2011-07-26', '2012-08-01']",
SEARS HOLDINGS CORP./FLS UNIT # 01535,64.0,['2018-04-18'],
SEARS HOLDINGS CORPORATION (KMART UNIT 3521),170.0,['2016-09-16'],
SEARS HOLDINGS CORPORATION (STORE & AUTO CENTER) UNITS 02603 & 06639,253.0,"['2015-01-29', '2015-04-07']",
SEARS HOLDINGS CORPORATION LOCATION #01655,202.0,['2017-04-17'],
SEARS HOLDINGS MANAGEMENT CORPORATION - UNITS 58491& 38459,154.0,['2016-04-18'],
SEARS HOLDINGS PRICES CORNER,86.0,['2018-01-04'],
"SEARS HOLDINGS SEARS, ROEBUCK, & CO. ASSOCIATE SERVICE CENTER",84.0,['2012-02-15'],RFG.L
SEARS HOLDINGS UNIT 2507 & 6644,132.0,['2015-06-19'],
"SEARS HOLDINGS, DBA INNOVEL SOLUTIONS, INC.",121.0,['2019-01-01'],SHLD
SEARS HOLDINGS-PRODUCT REBUILD CENTER-UNIT 1457& 6957,121.0,"['2012-10-24', '2012-11-19']",
SEARS HOLDINGS-UNIT 45446,77.0,['2014-12-22'],
SEARS HOMETOWN STORE,18.0,"['2019-01-15', '2019-10-17', '2020-04-14']",
SEARS OPTICAL,58.0,"['2012-04-15', '2025-09-01']",
SEARS ROEBUCK AND CO,1514.0,"['2015-11-09', '2016-01-19', '2016-08-17', '2017-04-18', '2018-06-08', '2018-07-06', '2018-08-01', '2018-08-30', '2018-10-01', '2018-10-15', '2018-10-22', '2018-10-23', '2018-11-15', '2019-01-03']",
SEARS STORE,200.0,"['2013-04-30', '2017-07-10']",
SEARS STORE #01079,64.0,['2018-10-15'],
SEARS STORE AUTO CENTER #06009,8.0,['2018-10-15'],
SEARS TEMPE CALL CENTER,85.0,['2018-10-01'],
"SEARS, ROEBUCK & CO. - CARRY IN DIVISION",31.0,['2015-08-21'],SRSCQ
"SEARS, ROEBUCK AND CO. #1225",88.0,['2016-08-09'],SRSCQ
"SEARS, ROEBUCK AND CO. (FULL LINE STORE UNIT #01353)",488.0,"['2018-05-31', '2018-08-21', '2018-09-20', '2018-10-15', '2018-11-08']",SRSCQ
"SEARS, ROEBUCK AND CO. (SEARS AUTO CENTER UNIT #06955)",42.0,"['2016-08-09', '2018-05-31', '2018-10-15', '2018-11-08']",SRSCQ
"SEARS, ROEBUCK AND CO. (STORE# 1162 & 2621)",277.0,['2016-12-27'],SRSCQ
"SEARS, ROEBUCK AND CO. (STORE# 1544)",317.0,"['2016-12-27', '2018-08-24', '2019-01-04']",SRSCQ
"SEARS, ROEBUCK AND CO. FULL LINE STORE (UNIT 01894 ROCHESTER)",70.0,['2018-12-27'],SRSCQ
SEARSUCKER LAS VEGAS REASTAURANT,146.0,"['2018-11-16', '2020-03-16', '2020-08-18']",
SEASCAPE BEACH RESORT,121.0,['2020-06-04'],
"SEASIDE APARTMENT HOTEL, LLC",64.0,"['2016-12-28', '2020-04-02']",VRT
SEASIDE DINING GROUP,12.0,['2020-12-18'],
SEASIDE DINING GROUP - DENNY'S,274.0,['2020-07-27'],
SEASONS 52,85.0,['2025-05-19'],
SEASONS HOSPICE HOUSE,10.0,['2025-09-01'],
SEATGEEK,150.0,['2025-02-20'],SEATZZX
"SEATRIUM AMFELS, INC.",91.0,['2025-09-30'],MU
SEATTLE ART MUSEUM,76.0,['2020-06-16'],
SEATTLE HILTON HOTEL,141.0,['2012-07-05'],
SEATTLE TIMES - NORTH CREEK,42.0,['2019-12-31'],
SEAVIEW DOLCE HOTEL,229.0,['2018-09-01'],
SEAWORLD OF TEXAS LLC DBA SEAWORLD SAN ANTONIO DBA AQUATICA SAN ANTONIO,242.0,['2020-09-04'],
SEAWORLD PARKS AND ENTERTAINMENT LLC D/B/A BUSCH GARDENS,948.0,['2020-09-04'],
SEBREE MINING LLC,140.0,['2015-11-06'],
SECO TOOLS INC.,72.0,['2013-06-14'],
SECOND SAMUEL TRANSPORT 2022,64.0,['2022-09-16'],
"SECRET LEVEL, INC.",67.0,['2010-05-24'],MU
"SECTEK, INC.",137.0,['2016-08-29'],MU
SECUREWORKS,512.0,"['2023-02-07', '2023-08-14']",
SECURIGUARD,66.0,['2011-10-03'],
SECURITAS CRITICAL INFRASTRUCTURE SERVICES,259.0,"['2018-01-16', '2020-10-05']",
SECURITAS CRITICAL INFRASTRUCTURE SVCS. CRYSTAL RIVER NUCLEAR PLANT,50.0,['2014-05-27'],
SECURITY CONSULTANTS GROUP,107.0,['2010-09-21'],
"SECURITY INDUSTRY SPECIALIST, INC.",1047.0,"['2014-09-10', '2016-12-31', '2017-01-10', '2023-03-08', '2023-03-17']",MU
SECURITY NATIONAL AUTOMOTIVE ACCEPTANCE COMPANY LLC,150.0,['2019-08-07'],
SEDGWICK LLP,228.0,"['2014-10-01', '2017-11-20']",
SEE'S CANDIES' INC.,248.0,['2020-08-17'],
"SEEDCO - OFFICE LOCATED IN WORKFORCE1 CAREER CENTER, BRONX",101.0,['2012-03-26'],0P0000VXP8.ST
SEEGRID,90.0,['2022-08-02'],
SEEKOUT,16.0,"['2023-10-05', '2024-05-16']",
"SEEO, INC.",45.0,['2019-01-17'],MU
"SEGA OF AMERICA, INC.",76.0,"['2024-01-29', '2024-04-02']",MU
SEGERSTROM CENTER FOR THE ARTS,521.0,['2020-06-15'],
SEGMENT,50.0,['2020-05-06'],512120.SS
SEIDNER ENTERPRISES LLC DBA BERT'S MEGA MALL,148.0,['2020-04-25'],
"SEIGO ENTERPRISES, INC. DBA ZEN TORO",12.0,['2020-07-14'],
SEKISUI AEROSPACE,205.0,"['2020-06-02', '2020-06-15']",
SEKSCOBRA INC.,19.0,['2021-01-12'],
SEKSCOBRA INC. DBA CRAFT & COMMERCE,40.0,['2020-04-10'],
SEKSCOBRA INC. DBA FALSE IDOL,18.0,['2020-04-10'],
SELECT GENETICS,26.0,['2018-12-01'],
SELECT MEDICAL,161.0,"['2015-09-25', '2021-10-11']",SEM
SELECT MEDICAL - GLOBAL REHAB.,77.0,['2016-03-30'],
SELECT MEDICAL - SSH HOUSTON,175.0,['2016-04-07'],
SELECT MEDICAL CORP.,222.0,['2015-05-12'],
"SELECT RESTAURANT PARTNERS LP, D/B/A PIZZERIA STELLA",84.0,"['2020-04-01', '2020-05-01']",
"SELECT RESTAURANTS, INC./TOP OF THE HUB RESTAURANT",95.0,['2020-02-18'],
SELECT SPECIALTY HOSPITAL,192.0,"['2013-06-03', '2020-10-06']",
SELECT SPECIALTY HOSPITAL DANVILLE INC.,79.0,['2022-12-01'],
"SELECT SPECIALTY HOSPITAL-PANAMA CITY, INC.",114.0,['2019-04-02'],MU
SELECT STAFFING (REPLICO CORP),164.0,['2011-12-31'],
SELECT STAFFING@GSC LOGISTICS,77.0,['2013-05-03'],
"SELECTA CORP., LLC/DICKIES",99.0,['2010-03-16'],
SELINA,350.0,['2023-06-27'],SLNAF
SELLAND FAMILY RESTAURANTS,48.0,['2020-04-18'],
SELLAND FAMILY RESTAURANTS (DBA SELLAND MARKET CAF&EACUTE;),41.0,['2020-04-20'],
SELLERX,28.0,['2022-07-19'],
SELMA HOTEL - THE HIGHLIGHT ROOM,93.0,['2021-01-15'],
SELMA HOTEL LLC DBA: DREAM HOLLYWOOD HOTEL,67.0,['2020-04-23'],
SELMAN BREITMAN LLP,81.0,['2022-10-28'],
SEMA4,687.0,"['2022-08-15', '2022-11-14']",
SEMCO WINDOWS & DOORS,158.0,"['2019-12-30', '2020-01-02']",
"SEMICONDUCTOR COMPONENT INDUSTRIES, LLC DBA ON SEM",277.0,"['2011-06-03', '2020-04-24']",
SEMISOUTH LABORATORIES,80.0,['2012-10-23'],
SEMSA/RIGGS AMBULANCE SERVICE,181.0,['2025-10-31'],
SENCIENT FLAVORS,467.0,"['2013-02-07', '2016-04-04', '2021-02-10']",
SEND,384.0,"['2022-05-04', '2022-08-02', '2023-08-08']",5205.KL
SENDER ONE,49.0,['2020-04-02'],
SENDERO DRILLING,30.0,['2015-01-14'],
SENDLE,27.0,['2022-07-04'],
"SENECA DATA DISTRIBUTORS A WHOLLY-OWNED SUBSIDIARY OF ARROW ELECTRONICS, INC.",85.0,"['2012-02-22', '2014-12-09']",MU
SENECA ROCHESTER,280.0,['2018-06-01'],
SENNECA HOLDINGS/SIMPLEX ISOLATION SYSTEMS,23.0,['2021-05-06'],
SENNECA HOLDINGS/WIN PLASTICS EXTRUSION,18.0,['2022-05-25'],
SENNETT SECURITY PRODUCTS,50.0,['2012-05-22'],
"SENSEI WELLNESS HOLDINGS, INC DBA SENSEI PORCUPINE CREEK",78.0,['2024-05-14'],
SENSIBILL,17.0,['2020-04-01'],
SENSIENCE,42.0,['2023-03-23'],
SENTINEL PRINTING 2019,40.0,['2019-10-01'],
"SENTINEL TRANSPORTATION, LLC",126.0,['2026-03-30'],VRT
"SENTRY SAFE, INC.",671.0,"['2011-04-27', '2015-10-29', '2023-01-10', '2024-01-09', '2025-11-06']",MU
SENTRY SERVICES,1401.0,"['2018-10-30', '2020-08-19', '2023-04-05', '2023-10-20']",
SENTRYNET,59.0,['2011-10-14'],
SEPTODONT INC.,80.0,['2020-03-27'],
"SEQUEL YOUTH SERVICES OF CLARINDA, LLC",184.0,['2021-02-03'],VRT
"SEQUEL YOUTH SERVICES OF FOREST RIDGE YOUTH SERVICES, LLC",118.0,['2021-10-12'],VRT
SEQUOIA,128.0,['2020-03-30'],SEQUX
SER JOBS FOR PROGRESS-ADMINISTRATIVE OFFICE,32.0,"['2013-08-12', '2015-02-26']",
SER JOBS FOR PROGRESS-E. HOUSTON,20.0,['2013-08-12'],
SER JOBS FOR PROGRESS-HILLCREST DR,28.0,['2013-08-12'],
SER JOBS FOR PROGRESS-MARBACH RD.,30.0,['2013-08-12'],
SER JOBS FOR PROGRESS-S. FLORES ST.,27.0,['2013-08-12'],
SERA SECURITY SERVICES LLC,923.0,['2020-04-22'],
SERCO INC.*,291.0,['2013-03-06'],
SERCO-UPPER RIO BRODERPLEX,91.0,['2016-01-14'],
SERRA CORPORATION-SAN JOSE,41.0,['2014-05-09'],
SERTA MATTRESS,7.0,['2014-08-26'],
SERTA SIMMONS BEDDING,217.0,"['2018-12-01', '2018-12-04', '2024-12-27']",
"SERTA SIMMONS BEDDING, LLC (SSB MANUFACTURING COMPANY)",112.0,['2018-07-09'],
SERVAGROUP -PORT OF CATOOSA,30.0,['2015-01-21'],
SERVICE AMERICA CORPORATION D/B/A CENTERPLATE D/B/A/ JOHN HARVARD'S BREW HOUSE,56.0,['2015-11-25'],
"SERVICE AMERICA CORPORATION, D/B/A",831.0,['2015-03-17'],SBSW
"SERVICE CONNECTION, INC.",167.0,"['2019-03-07', '2020-04-09']",MU
SERVICE KING,501.0,"['2014-04-13', '2014-06-13', '2014-07-25', '2015-09-09']",
"SERVICE KING PAINT & BODY, LLC.",49.0,['2020-11-09'],VRT
SERVICE LABS INC. DBA PRO.COM,52.0,['2020-05-27'],
SERVICE LINEN,106.0,['2020-03-20'],
SERVICE MASTER OF HATTIESBURG,5.0,['2014-10-21'],
"SERVICELINK NLS, LLS",106.0,['2015-06-24'],KSM-F198.TA
SESSIONS II/SESSION PRESIDIO RESTUARANT,33.0,['2020-04-15'],
"SETERUS, INC. A SUBSIDIARY OF IBM",310.0,['2019-01-09'],
SETON COMPANY,308.0,"['2011-02-01', '2014-05-14']",
SETON FAMILY OF HOSPITALS,68.0,['2016-11-09'],
"SETON HEALTH SYSTEM, INC. (CHHA & LHCSA)",69.0,['2011-05-16'],
SETON HEALTHCARE- CHEVY CHASE,34.0,['2016-11-09'],
SETON HEALTHCARE-MEDICAL PARK TOWER,21.0,['2016-11-09'],
SETON HIGHLAND LAKES HOSPITAL,136.0,"['2020-09-01', '2024-08-08']",
SETON SMITHVILLE HOSPITAL,6.0,['2016-11-09'],
SETON SOUTHWEST MEDICAL CENTER,15.0,['2024-08-08'],
"SETTLEMENT FUNDING, LLC",253.0,"['2011-08-23', '2013-04-05']",VRT
SEV1TECH,62.0,['2022-03-07'],
SEVEN OAKS COUNTRY CLUB,73.0,['2012-10-31'],
SEVENTH HOSPITALITY LLC DBA LEGASEA MAGIC HOUR AND BAR MOXY,212.0,['2020-04-01'],
SEVENTH HOSPITALITY LLC DBA LEGASEA MAGIC HOUR AND BAR MOXY (MOXY TIMES SQUARE F&B) (NYC),8.0,['2020-08-11'],
SEVENTH STREET CAFÉ,25.0,['2020-03-25'],
SEVENTY SEVEN ENERGY,51.0,['2015-04-01'],
SEVILLE FARMS @ LOS FRESNOS,92.0,['2022-07-25'],
SEVILLE FARMS @ MANSFIELD,64.0,['2022-07-25'],
SEVILLE FARMS @ TYLER,72.0,['2022-07-25'],
"SFI OF OHIO, LLC",81.0,['2012-05-02'],VRT
SFI OF TENNESSEE,21.0,['2020-07-22'],
SFJAZZ,174.0,"['2020-06-05', '2020-09-26']",
SFMOMA,172.0,"['2020-05-13', '2020-09-24']",
"SFS 39, INC.",175.0,['2020-04-10'],MU
"SFS 39, INC. DBA CRAB HOUSE, FRANCISCAN AND THE DEAD FISH",288.0,['2020-04-09'],
"SFS 39, INC. DBA THE DEAD FISH",113.0,['2020-04-10'],
SGS,37.0,['2017-03-01'],SGSUL.XC
SH RG IBB,127.0,['2020-03-25'],
SHABA GAMES (ACTIVISION),68.0,['2009-12-18'],
SHADE STRUCTURES,54.0,['2016-03-17'],
"SHADES UNLIMITED, INC. DBA REDI SHADE, INC.",52.0,['2019-04-29'],MU
SHADOW CREEK CLUB,31.0,"['2020-05-05', '2020-05-11']",
"SHADOW HOLDINGS, LLC DBA BRIGHT INNOVATION LABS",112.0,"['2024-03-15', '2024-04-29', '2024-05-24', '2024-06-17', '2024-08-26', '2024-10-22', '2024-11-26']",
"SHADOW HOLDINGS, LLC.",60.0,['2024-02-05'],VRT
SHADOW MOUNTAIN BEHAVIORAL HEALTH,121.0,['2019-02-01'],
SHADWELL FARM,50.0,['2020-08-31'],
SHAFER & SHAFER WELDING LLC,6.0,['2015-03-09'],
"SHAKE SHACK ENTERPRISES, LLC DBA HUDSON YARDS SHAKE SHACK",102.0,['2020-04-17'],
"SHAKE-N-GO FASHION, INC. (QUALITY CONTROL & WAREHOUSE OPERATIONS)",97.0,['2017-11-02'],
SHAMROCK FARMS,228.0,['2020-04-02'],
SHAMROCK FOOD COMPANY,88.0,"['2020-04-01', '2020-04-20']",
SHAMROCK FOODS,153.0,['2020-04-01'],
"SHAPIRO & KIRSCH, LLP",70.0,['2015-01-12'],0P0001X4N8
SHARE NOW,150.0,['2022-12-09'],
SHARECHAT,958.0,"['2020-05-20', '2022-12-02', '2023-01-16', '2023-12-20', '2024-08-03', '2025-01-15']",
SHARED SERVICE CENTER BETHLEHEM,205.0,['2020-04-01'],
SHAREFILE,199.0,['2024-11-07'],
"SHARESTATES, INC. (2 LOCATIONS)",18.0,['2020-04-14'],
SHARETHROUGH,18.0,['2020-07-01'],
SHARP AND CHILDREN'S MRI CENTER (SCMRI),65.0,['2022-05-31'],
SHARP HEALTHCARE - 250,394.0,['2025-07-01'],
"SHAW INDUSTRIES GROUP, INC",1759.0,"['2016-02-03', '2016-05-17', '2017-10-31', '2019-04-26', '2019-06-24', '2023-06-28', '2024-06-06', '2024-09-24']",MU
"SHAW INDUSTRIES GROUP, INC. (PLANT 14)",160.0,['2015-06-08'],
SHAWCOR PIPE PROTECTION,65.0,['2020-04-15'],
SHAW’S SCHAUMBURG LLC SHAW’S CRAB HOUSE AND TOKIO ASIAN FUSION,27.0,['2020-10-13'],
SHC UNIVERSAL,508.0,['2016-07-25'],
SHEARER'S,231.0,['2022-03-09'],
SHEARER'S FOODS LLC,176.0,['2024-02-02'],
SHEEHAN HEALTH NETWORK/SHEEHAN MEMORIAL HOSPITAL,147.0,['2012-04-09'],
"SHEEPSHEAD APPLE, LLC",67.0,['2020-03-25'],VRT
SHEFFIELD EXPRESS LLC,243.0,['2020-07-29'],
SHEIN,17.0,['2024-09-30'],
SHELBY COUNTY SCHOOLS EDUCATION FND,179.0,['2013-06-14'],
SHELF ENGINE,43.0,['2022-07-29'],
SHELL,75.0,['2016-01-27'],SHEL
SHELL CONVENT REFINERY,698.0,['2020-12-21'],
SHELTER ISLAND INC (TOM HAM'S LIGHTHOUSE),70.0,['2013-01-02'],
"SHELTER ISLAND INC, DBA BALI HAI RESTAURANT- TOM HAM'S LIGHTHOUSE",257.0,"['2013-12-26', '2020-04-25']",
SHELTER ISLAND INC. - BALI HAI RESTAURANT,69.0,['2010-01-04'],
SHELTERCLEAN,81.0,['2011-11-13'],
"SHELTERED WORKSHOP FOR THE DISABLED, INC.",137.0,['2011-07-18'],MU
SHENANDOAH GROWERS,88.0,"['2019-04-22', '2020-03-02']",
SHENANDOAH'S PRIDE,110.0,['2013-06-12'],
SHENKER INC.,151.0,['2016-03-07'],
"SHEPPARD BUS SERVICE, INC",672.0,['2020-03-01'],MU
SHERATON - IOWA CITY,60.0,['2017-10-27'],
SHERATON CLAYTON PLAZA HOTEL ST. LOUIS,82.0,['2019-07-29'],
SHERATON CRYSTAL CITY HOTEL,520.0,"['2014-01-24', '2020-04-14', '2020-10-21']",
SHERATON DENVER DOWNTOWN,414.0,['2020-06-04'],
SHERATON GATEWAY LOS ANGELES HOTEL,306.0,['2020-03-27'],
SHERATON GRAND NASHVILLE #2,121.0,['2020-08-31'],
SHERATON HARTFORD*,52.0,['2020-03-26'],
SHERATON INDIANAPOLIS AT KEYSTONE CROSSING REVISED (5/27/20),160.0,['2020-03-19'],
SHERATON INNER HARBOR,135.0,['2020-06-19'],
SHERATON JACKSONVILLE HOTEL,417.0,"['2020-04-01', '2020-04-10', '2020-05-04']",
SHERATON KONA RESORT & SPA AT KEAUHOU BAY,1059.0,"['2020-02-11', '2020-04-15', '2020-06-12', '2021-06-25']",
SHERATON LAKE BUENA VISTA,127.0,['2020-05-13'],
SHERATON LOS ANGELES SAN GABRIEL,106.0,['2020-05-14'],
"SHERATON MANHATTAN AT TIMES SQUARE SUB STARWOOD HOTELS & RESORTS WORLDWIDE, INC.",79.0,['2010-02-12'],MU
SHERATON MIAMI AIRPORT HOTEL & EXECUTIVE MEETING CENTER,84.0,['2020-06-03'],
SHERATON MILWAUKEE BROOKFIELD HOTEL,101.0,['2020-04-30'],
SHERATON MUSIC CITY HOTEL,121.0,['2020-06-02'],
SHERATON OPERATING CORPORATION DBA SHERATON FAIRPLEX HOTEL & CONFERENCE CENTER,301.0,"['2020-04-11', '2020-09-10']",
"SHERATON OPERATING CORPORATION DBA THE US GRANT, A LUXURY COLLECTION HOTEL",450.0,"['2020-03-26', '2020-09-10']",
"SHERATON OPERATING CORPORATION, DBA THE WESTIN SOUTH COAST PLAZA",401.0,"['2020-04-10', '2020-04-17']",
"SHERATON OPERATING CORPORATION, DBA W HOLLYWOOD",191.0,['2020-04-10'],
SHERATON ORLANDO DOWNTOWN HOTEL,226.0,"['2013-12-23', '2020-03-23']",
SHERATON OVERLAND PARK HOTEL,151.0,['2020-06-01'],
SHERATON PARK HOTEL AT THE ANAHEIM RESORT,309.0,"['2020-04-07', '2020-08-05', '2020-11-23']",
SHERATON PASADENA HOTEL,102.0,['2020-05-13'],
SHERATON PHILADELPHIA DOWNTOWN,774.0,"['2020-03-01', '2020-06-01']",
SHERATON PHOENIX DOWNTOWN,341.0,['2020-06-02'],
SHERATON STAMFORD HOTEL (STAMFORD)*,103.0,['2020-04-13'],
SHERIDAN RANDOM LAKE,104.0,['2025-09-23'],
SHERIDAN WISCONSIN,116.0,['2024-02-12'],
SHERIDEN WOODS HEALTH CARE CENTER; ATHENA HEALTH CARE SYSTEMS,253.0,['2024-12-23'],
SHERPA,22.0,['2022-07-29'],FTSP
SHERWIN ALUMINA CO.,924.0,['2016-02-04'],
SHERWIN-WILLIAMS,246.0,"['2017-06-12', '2023-04-28']",SHW
"SHERWOOD FOOD DISTIBUTORS, LLC, HARVEST MEAT COMPANY, INC, WESTERN BOXED MEAT INC.",141.0,['2025-02-18'],VRT
SHERWOOD VALVE LLC,53.0,['2016-01-01'],
SHEYENNE DAKOTA INC.,50.0,['2023-10-02'],
SHG HOTEL SPE LLC,369.0,"['2018-03-23', '2020-06-02']",
"SHIEL HOLDINGS, LLC",1076.0,"['2017-09-01', '2018-01-01']",VRT
"SHIEL HOLDINGS, LLC (SHIEL MEDICAL LABORATORY (A DIVISION OF FRESENIUS MEDICAL CARE, NA)",426.0,"['2016-07-21', '2016-11-29', '2016-12-06', '2017-09-27']",NG=F
"SHIFT TECHNOLOGIES, INC.",213.0,"['2019-04-09', '2023-11-09']",MU
"SHILOH INDUSTRIES, ANNISTON MFG. PLANT",68.0,['2013-03-11'],
"SHILOH INDUSTRIES, INC.(MANSFIELD BLANKING PLANT)",87.0,['2011-06-15'],
"SHINE EARLY LEARNING, INC",114.0,['2025-08-05'],MU
"SHINING OCEAN, INC. D/B/A AQUAMAR",27.0,['2022-06-13'],
SHIPBOB INC. (GRAPEVINE),48.0,['2024-07-05'],
"SHIPBOB, INC.",171.0,"['2019-03-21', '2019-09-17', '2024-06-25']",SHIBZZX
SHIPCOM WIRELESS INC.,160.0,['2016-07-28'],
SHIPFUSHION INC.,10.0,['2022-06-14'],
"SHIPPERS TRANSPORT EXPRESS, INC.",144.0,['2020-03-03'],MU
SHIPPO,60.0,['2022-11-03'],
SHIPSI,20.0,['2020-04-28'],
SHIRE,360.0,['2016-10-19'],
SHIRE REGENERATIVE MEDICINE- TORREY PINES SITE,301.0,['2014-03-18'],
"SHOEDAZZLE.COM, INC",52.0,['2013-12-31'],MU
SHOGUN,48.0,['2022-08-09'],0P0001VSKR.SA
SHOKUDO JAPANESE LLC & BUHO WAIKIKI LLC,60.0,['2020-01-31'],
